student_id,gpa,attendance,semester,prev_gpa,failed_courses,feedback_engagement,late_assignments,forum_participation,meeting_attendance,study_group,days_active,clicks_per_week,assessments_submitted,previous_attempts,studied_credits,dropout
S0066,3.949368019999576,73.80330105373856,7,4.0,0,94.55606866902693,17.984283977299064,6,100.0,2,5.056687477298438,12,5,0,28,0
S0067,2.9495929148937665,72.05318524279095,1,3.099498447984647,3,66.53632321207652,18.868802286407007,1,70.12678551736846,0,5.381351581154916,15,2,1,18,0
S0068,3.702473028524417,96.6082678737852,7,3.8440737098001994,1,63.466744830996255,44.884104551473484,3,63.17178550498623,1,5.041212775028002,12,11,1,24,0
S0069,3.2531452175333437,80.32298798688109,7,3.27593179790817,0,71.1423568110235,0.0,6,80.37671126039017,1,4.809014191522029,12,8,1,16,0
S0070,2.548416171776413,88.46503881730716,8,2.77122089728433,0,75.69650557247273,34.51918269711409,3,88.62263488655599,0,4.62298671701321,4,3,2,15,0
S0071,3.25297692385589,84.53079421120816,6,3.397651609660087,2,58.89110414269997,18.33812786468336,1,87.98650593065474,2,4.19682005420203,6,7,0,38,1
S0072,4.0,89.77040827223121,2,3.6287012733018105,2,70.43731484364446,15.62765868119972,4,42.97898368541457,0,4.17908684182716,5,5,1,14,1
S0073,2.974921772623034,85.76821891060256,2,3.2356685919398163,0,85.74645011293046,11.706560994594309,1,70.08902741166541,0,6.15854345126778,12,3,2,28,1
S0074,4.0,72.1700777581143,4,4.0,0,72.59079278412094,22.305110308462822,4,97.2933206769311,2,4.558253276503075,7,10,0,29,0
S0075,1.1661784271371791,94.9626681944714,8,0.9371925958836047,2,70.8556580424864,19.347058002430003,5,84.90034198012559,0,7.0,5,6,0,10,1
S0076,3.5753317530626565,80.06243416838687,6,3.5867131036969373,2,79.8836042856159,13.779464199095493,1,61.46312882740361,1,5.668940318795768,10,7,1,30,1
S0077,3.06093294776672,69.4341810134025,4,3.2659316456100407,1,83.33412121717218,9.460133823250237,2,98.63613961844308,2,2.332370285393575,18,2,1,16,0
S0078,2.7906948546738928,80.71884839034088,4,2.7279007088000844,1,68.74768362774155,0.0,5,94.47346578659267,3,5.883259016227566,11,4,0,27,1
S0079,3.0642325435748514,100.0,8,3.386125957904655,1,60.51637885843702,9.142943834724948,9,75.55097587965692,2,4.946840194277418,21,8,0,36,1
S0080,1.6087017597793751,93.50221742113493,2,2.3178635081651833,1,73.78406606948471,12.315572806085424,5,93.19200780216704,0,3.6100482526161763,18,6,1,37,0
S0081,2.8462296785137418,81.5134786559214,6,2.610433868723247,3,38.12072540353401,22.26846608250263,4,100.0,1,6.304255199825962,10,4,2,17,0
S0082,3.2499788000582224,81.50742295681572,2,2.83566541911209,0,65.7935600899229,49.44628827022257,4,64.18429707131875,0,4.564083066546472,13,7,1,21,0
S0083,4.0,81.78364948782617,4,4.0,1,20.568801833714787,10.760657097298717,4,88.33169273304394,0,4.479067639718217,9,5,1,19,0
S0084,2.637210847208447,100.0,6,2.85367959874629,1,36.48416433126999,4.644037193792448,3,100.0,0,5.375190016942293,11,5,2,15,0
S0085,2.434054477974769,88.81935452231554,4,2.364794565821338,1,33.476283011665785,9.282558630453531,2,89.79544329943295,0,6.142830339556235,16,4,0,35,1
S0086,2.6487700694908245,89.3004164719107,5,3.084748268487135,1,90.94703484906103,22.300171514031724,2,68.68425710953545,2,5.113415198198158,9,7,1,25,0
S0087,3.6407814823914517,95.30283454031843,8,3.239199742474477,1,70.2796363193865,28.82953189694409,7,83.58369860662081,0,5.041819347895339,9,7,1,39,0
S0088,3.230125776761779,87.38789159026514,7,3.4380013636712623,0,44.7590195356733,30.92517819604314,4,100.0,1,4.303133985546747,15,5,1,28,1
S0089,2.629167857363073,82.40957854179297,6,2.447409611135405,0,79.82132086890712,32.41561997351399,3,64.76350299613759,1,6.1257568490321015,9,2,1,27,0
S0090,3.359287203179349,83.03650150915021,6,3.875100575041538,4,89.77308958733036,34.53845881417962,1,79.54854939064201,1,5.12305078655878,6,5,0,33,0
S0091,3.067954284543628,84.28398740585936,7,3.665708890494064,0,80.16971112294748,15.816745437902455,1,76.34775767327402,3,4.774556872583,12,1,0,22,0
S0092,3.6780514933730224,84.62777763490159,4,3.448054517038018,1,66.22579743014828,50.797102756118115,2,70.52882544868804,0,4.65049312304123,12,3,0,29,0
S0093,2.5085628342858532,92.2762954363698,5,2.343695693513279,1,74.64973236838735,14.678472182618538,2,83.62332302714594,1,6.026825595587056,11,11,0,16,1
S0094,2.7706364973815623,85.519458858073,3,3.0285128634755027,1,88.02993066285464,21.640108645113635,4,78.48924118916034,1,4.737676403700872,10,4,1,16,1
S0095,2.72552429280749,92.3264007721558,7,2.6093850978706357,0,60.615083246746885,39.43740607659038,3,89.65025269354626,0,6.029397618135321,11,6,1,25,0
S0096,1.975539536307517,84.19283419891417,8,1.9619161709278454,1,70.59733846515651,28.496375419816488,4,97.11454241384648,1,4.528425296643464,15,5,1,39,0
S0097,3.207284193945203,85.7863519031609,2,3.2149007201079263,1,64.85613910787137,0.0,6,60.90754369319081,2,5.72230548378274,18,11,1,35,0
S0098,3.1827386905259223,65.01799315467892,4,2.6068367436666255,1,37.731682946950286,20.084537454452793,2,81.01296595970736,0,5.207096180342362,8,5,0,34,0
S0099,3.0035794196497227,94.16327674702481,7,2.9994280958214516,0,88.33136361288604,32.9294713412973,5,79.20310791868314,0,4.049245011416044,19,7,0,19,1
S0100,2.835789006637397,88.46488475897992,7,2.628870674418145,2,100.0,0.0,1,83.05122010084374,0,4.913023902373276,15,6,0,24,0
S0101,2.00924048056471,94.98010109859652,6,1.8613036338447784,2,52.5241075751762,31.260391926934798,4,79.76793732849431,2,2.8093970835988626,4,6,0,23,0
S0102,2.705548274064249,56.03744621806311,2,3.138637875104893,2,89.25360469772599,25.852309100201797,2,65.29005631654948,2,4.255960158968149,10,7,0,33,1
S0103,2.7600998384312616,100.0,2,2.3831477701474846,0,53.160124404767984,37.7588072577706,5,100.0,1,3.422193594740353,12,6,0,21,0
S0104,2.4384059115448666,83.60410371844826,8,2.68236746756926,0,72.65575630154129,9.621030164920386,2,100.0,1,6.997500093179674,7,5,1,38,0
S0105,2.887100001833794,96.08182816737516,2,2.8034111227342513,1,100.0,34.938401233838675,4,88.20334555177527,2,3.4339693839833876,4,2,0,24,0
S0106,3.282835599770177,74.60094072874469,7,3.1989075492214267,1,59.59122029215778,22.394123711012472,2,88.97152669641733,2,7.0,13,3,0,17,0
S0107,4.0,91.12773905062569,3,4.0,0,69.70627171216253,46.49075456078431,6,81.9657374594176,2,5.514279532668482,11,2,1,16,0
S0108,3.122204468982287,74.46584436826343,1,3.224219857352954,1,33.969940069838465,61.790749067199876,2,94.53804832668503,2,4.481132832046979,16,4,2,35,1
S0109,3.180285273505935,78.76231039304194,4,3.351469172671794,1,56.715913121075374,43.074956585788286,0,43.35282042153902,1,5.806360100620826,8,6,0,30,0
S0110,2.947887858963683,100.0,1,3.2383432571235415,2,31.874553559985884,27.207780171623366,2,79.94206581812207,1,4.35548528084045,11,2,1,18,0
S0111,1.656860149290671,83.09317599236654,7,1.5574676343356741,1,78.58356239749997,54.81505994092707,3,71.41059495956732,2,3.590451119592392,17,6,2,23,0
S0112,2.9814402871855483,87.17432873179723,1,2.7977692668332232,1,86.63275117903154,29.052170625019755,2,82.18727147031933,3,5.079070268208828,8,6,2,37,1
S0113,3.0421611469587186,93.70067730688754,7,2.7166159889913795,1,65.56730226858392,6.3808142971607555,4,96.38941347759662,0,5.700072696326241,7,7,0,36,0
S0114,4.0,89.95681887972604,1,3.7523768410063134,1,75.71773934513584,19.410900395726372,2,80.28551264324115,0,6.278410895261888,7,5,1,16,1
S0115,2.8653473246532144,86.50418905143576,2,3.750075652245832,0,63.485390894991056,31.425082794425027,2,74.59261491993993,3,5.497730109558992,15,2,2,21,0
S0116,3.2110831396335286,88.64961002466225,5,3.584487013854565,3,84.81090731748873,32.38931233430096,4,58.95093455389329,0,4.470654476330669,10,2,1,23,0
S0117,2.97570176120633,100.0,2,2.5703794513439235,1,72.58923870250398,3.1210266528851065,1,78.36085231672415,2,6.386276082080823,8,7,0,20,0
S0118,2.1819253736663278,84.42381202966415,2,1.7851879866432567,3,30.286732883928813,3.597015703104912,1,90.08416545366019,0,6.16297582623604,8,3,0,28,1
S0119,3.7999759701605145,87.01099046714967,8,3.944535788676062,0,88.79961636185641,14.880352306852275,4,67.38367809482047,0,5.269017527771541,9,8,2,37,0
S0120,3.526353122880742,95.50654396007612,6,3.690532562094132,0,62.20914410833693,28.018154201842854,3,49.94990214485838,0,6.210777746823495,9,3,0,15,0
S0121,3.5537223629301327,96.05525932957984,6,3.718387513525342,0,44.59241057583191,29.938438248198793,8,100.0,0,7.0,9,3,0,12,1
S0122,2.363428781643683,96.8703030556038,1,2.286942043577574,0,61.22132055311994,22.119576861572156,1,85.02763226151045,0,4.456416059906267,11,6,2,15,1
S0123,3.9819560176552695,91.38730222029184,7,3.9443197396543996,1,31.958607029071203,7.483568997235286,4,76.67639617113562,1,4.100322317716996,8,6,2,38,0
S0124,2.0187042560454036,73.56995087269516,8,2.117068113293211,1,45.00221377521913,46.05414414528954,2,100.0,2,4.427310809572035,16,4,1,33,0
S0125,3.410799965660189,100.0,2,3.436567867548188,0,72.85899220230777,3.919129072354405,2,82.12219012225705,3,3.6503499700341564,10,5,1,18,1
S0126,4.0,73.53654606981311,8,3.3342098881757396,0,74.53423372681132,39.535111172806424,3,99.9804771744685,1,5.5912147846166915,11,7,1,11,0
S0127,2.306624572408518,88.02635465239034,1,2.23768468323596,0,76.12877668510336,31.08234925175548,4,98.69541823815834,1,3.390096798656313,3,5,1,15,0
S0128,2.60359158927806,77.45724149980641,6,2.3481696589999657,1,70.06419735526995,39.20498455807593,3,60.88218689172304,1,6.265014234071698,11,5,1,23,0
S0129,3.069755955561349,84.35861653407008,5,3.1223193812339027,0,56.142697530559765,13.333500606156246,4,86.89991924619584,1,4.327818363826512,17,5,0,28,0
S0130,2.6475670421186606,88.2876241030348,4,3.5431447428996834,1,68.9108172107887,17.860187028661937,5,100.0,1,6.358707798844159,10,4,1,39,0
S0131,1.9145355982537071,88.21357215450273,1,2.024780097895998,0,61.25585106104229,20.825638359215652,5,65.02023964478289,0,2.4429617016795517,7,6,0,39,1
S0132,3.047994082364219,89.21920754235285,8,2.9539351765124997,2,37.48436803849632,12.854033590977274,2,65.20438111921486,0,4.61481237229617,10,2,2,32,0
S0133,2.2563874003917266,100.0,5,2.532927850984902,1,54.55170017978824,23.378876802426475,5,67.74198395746978,0,3.7069895842437464,6,4,1,36,0
S0134,3.331514701444627,89.5353430151398,4,3.476321067607391,0,87.79082462338049,43.68634184106811,3,93.35627878235312,0,6.353354922588203,9,5,1,13,0
S0135,2.3564030360363377,82.55843364709351,3,2.4824313831718903,2,100.0,0.5474922924804062,5,84.26578569295391,2,6.6790247985038285,6,7,1,23,1
S0136,4.0,94.64087168288357,1,4.0,4,83.02550088237376,10.141824376833648,3,50.96341503740562,0,2.6559211026506233,5,3,2,30,0
S0137,2.451722695364634,96.89470488924641,1,3.0686857648134964,0,100.0,8.513820219406156,6,85.114191852754,2,5.865861558333787,6,9,0,19,0
S0138,2.774556938656027,72.72392184863007,3,2.4352904080582523,1,71.70777220269916,18.583726067959287,1,76.22127600693264,3,6.068687353658907,6,2,1,15,1
S0139,3.5694620521587686,90.97400069849859,3,3.711551675202205,0,100.0,17.967105965316936,1,78.31586197024747,3,5.325684525210827,19,3,0,20,0
S0140,2.1383949784962315,92.01172742310898,1,1.8604806395017701,1,100.0,31.58471876661059,4,67.44469855338328,3,5.588163309412022,6,6,0,22,1
S0141,3.1592219542228905,82.02436496640009,3,3.325875748125565,0,35.33061003927624,20.505846543820628,3,85.223873322712,0,5.5160550147755645,7,5,0,33,0
S0142,3.9149999279976995,98.75706813311619,2,3.6393939745518713,0,74.42986614265665,24.543249150789535,7,95.75687420460437,1,5.8695084820001195,18,7,1,27,0
S0143,1.874761735807141,83.49944412967473,4,1.7495516917256155,2,71.72860378175085,25.97672068268001,2,70.37050449001279,0,3.9075329595236603,8,2,0,29,1
S0144,3.129243700972613,86.25576453471542,4,3.040716726701241,0,61.51792368831802,23.681060918087173,0,54.76315953594623,2,6.200494344440017,21,8,1,23,0
S0145,3.1819179559738964,83.26928175716131,4,3.474662971777309,2,79.83831076302774,30.54969592186388,2,75.45328517724927,2,5.209346335895429,13,7,2,36,0
S0146,3.547276010244117,85.15579047581467,2,3.8228123434268415,1,70.82250137283754,18.165149268008822,3,91.34430092903344,2,5.149333839769801,12,2,1,29,0
S0147,2.1341345023853426,74.03724913104799,7,1.7604192894514272,3,55.29102159215913,44.69552594112497,2,73.68454481206257,1,5.566624949241071,15,6,0,31,1
S0148,2.0756803708410065,70.59949117405705,3,2.092160604140961,4,69.46789789926036,58.12429770078188,3,57.53676558259758,2,3.7292312111704593,7,3,0,29,1
S0149,3.3653590959318285,100.0,5,3.1524851395070765,0,94.0918915873678,30.593464621506044,3,91.4486427337907,0,3.4465578152505936,9,4,0,20,0
S0150,3.2078892712632303,76.53038651681672,3,2.83033779806063,2,73.65076193765351,23.419867455635917,1,100.0,0,4.8789678376971235,15,5,1,30,0
S0151,3.1753449952421136,75.08607650543692,1,3.1102398801148023,0,82.53909496512264,29.368734639758657,4,80.30023325166385,2,6.543538931380798,6,4,1,14,0
S0152,3.242513746647883,63.466098863962856,6,3.149968910111137,1,64.45893799441818,3.4845037117453366,4,55.91313710027603,1,3.8146173712995144,7,6,0,17,0
S0153,2.5239826948950563,78.61038252310497,8,3.251997640798713,1,79.0412802030323,22.701582011981223,4,75.23254186970684,3,5.175154440666474,10,5,0,13,0
S0154,3.1625775880127023,71.76910206592501,8,3.292465535620911,1,45.8157093903364,9.03013089577087,3,82.27308321237906,0,4.283316092063922,13,6,0,21,0
S0155,3.205150731309077,100.0,4,2.791865481082806,1,60.005590011604156,27.64965375860495,2,67.85430039122411,2,4.149021570747046,10,3,1,15,0
S0156,2.4999540073815427,95.09817089342634,3,2.33052180613026,0,67.94662782868144,9.104610380342791,2,88.75058346907122,1,5.5007483659768415,15,4,3,32,0
S0157,4.0,78.11849654822277,5,4.0,2,44.473281587469245,14.828338319616558,2,66.38808327650301,2,5.759375499389452,12,3,0,33,0
S0158,3.3316830446382513,100.0,1,3.958215876499229,3,53.39566562215455,0.0,0,80.38441508603037,2,4.212448531036778,10,4,0,34,0
S0159,2.166087551958146,94.81765486991594,2,1.6902925582867585,1,76.26223537147783,2.401314650784979,4,76.57516873492456,3,6.387250255966783,13,4,1,35,0
S0160,3.4595875260436806,81.75168616491378,7,2.895610210501967,0,72.59663832576065,25.323107044040697,2,89.2378219722513,0,5.422503626492538,11,5,0,17,0
S0161,2.317722830840875,60.005942851264265,2,2.8790123834524097,0,86.12730849315417,6.967308825223544,4,79.78596233608164,3,4.75832203548673,16,4,0,39,1
S0162,3.550959222619716,100.0,5,3.6678434758309875,1,57.98977963629672,35.95660975678365,2,77.0526244988111,0,5.347518035905269,13,6,0,13,0
S0163,3.811016905305183,71.10427533236404,1,3.550529085742273,0,71.15204452010482,5.691663673800315,7,67.95702139649107,0,7.0,7,5,1,29,0
S0164,2.425522377153803,68.54601253043108,4,2.5859111029905333,0,56.562651782323435,26.798817519286565,5,80.52153521889902,1,5.753530751100683,11,7,0,19,1
S0165,3.6743632904710255,95.2257043200964,3,2.883638968765962,2,84.12257098218653,8.571865565423622,3,76.09688747961587,2,4.301303064741192,10,5,0,20,0
S0166,3.288946648855549,100.0,1,3.2899593008346972,3,93.81492232050495,25.78204662550289,1,66.94204615657989,1,4.981292504722978,10,5,1,24,0
S0167,3.575442111996143,98.84272818510519,8,3.6737884638490685,3,79.66649654505605,0.0,4,82.39236536627651,2,5.131268871171506,8,6,0,14,0
S0168,4.0,90.6390912005236,7,4.0,1,91.22388552553166,13.202255365556628,1,85.45957010084147,2,5.665356787644955,10,3,1,12,0
S0169,2.828228318797991,90.94754341665286,2,2.5240595331102296,1,70.64999725775724,7.306800720683974,2,74.92389166914776,0,5.239547720869232,14,7,2,24,1
S0170,2.4723846849497573,93.53415558780307,7,2.4980908333707648,0,86.11187669990352,33.2484886296347,2,93.97353846595635,3,6.89532390895217,4,6,0,11,1
S0171,2.3773398992621337,92.58928589786765,7,2.0997125114442574,2,71.50835485224921,26.933936966813064,4,83.95961464154237,0,4.77331357129883,20,7,0,11,1
S0172,2.4289328005241932,87.81191423969376,5,2.5055479272264884,1,49.50143866828464,1.5113591807677658,5,60.74219169712042,2,3.270094302573207,6,7,0,34,1
S0173,2.946028803410127,86.04201103951875,5,2.6774249067012197,4,74.93442777397213,16.952288950686793,2,100.0,0,5.214528569497252,14,5,0,17,0
S0174,3.2388063823716506,84.37406872100478,3,3.1163761306235847,1,50.09406612418981,8.415232359157482,2,91.50481897070055,1,4.558874800803893,15,5,0,31,0
S0175,3.193683559531013,77.46035411133323,5,2.8949389410939443,2,100.0,34.25385790802814,2,95.02746816892297,1,3.495969009851155,5,5,0,23,1
S0176,3.579028274325217,82.19324923133226,5,3.774369146872314,0,63.31823682449331,39.07286221480908,3,86.00754435294155,0,4.2964760183328865,10,7,0,39,1
S0177,3.009101324314535,68.07043185804615,1,3.266636659311535,1,82.90075710897995,0.0,4,44.93409289209469,0,4.64161203182268,12,3,1,39,0
S0178,4.0,84.0166037320525,8,3.929613829012776,0,69.75173560948811,32.40054461572221,1,96.38927886885239,0,6.139804216250486,5,6,4,18,1
